area_fips,industry_code,agglvl_code,size_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay
C2202,56,44,0,652.0,0.0,0.0,0.0,0.0,0.0,0.0
C2214,56,44,0,131.0,948.0,35044002.0,23857601.0,130697.0,711.0,36983.0
C2218,56,44,0,480.0,6244.0,234842264.0,135866494.0,905608.0,723.0,37610.0
C2222,56,44,0,785.0,0.0,0.0,0.0,0.0,0.0,0.0
C2238,56,44,0,195.0,1607.0,62050421.0,17394805.0,485291.0,742.0,38607.0
C2242,56,44,0,379.0,10926.0,390735704.0,139282272.0,4290926.0,688.0,35762.0
C2250,56,44,0,243.0,4776.0,154166587.0,80549042.0,1276381.0,621.0,32282.0
C2252,56,44,0,159.0,2070.0,77087263.0,25281478.0,456599.0,716.0,37248.0
C2254,56,44,0,95.0,1270.0,57364656.0,25900397.0,340779.0,869.0,45181.0
C2266,56,44,0,805.0,7784.0,373037372.0,148159505.0,2873148.0,922.0,47925.0
C2290,56,44,0,314.0,6149.0,192116585.0,97703415.0,1137122.0,601.0,31242.0
C2306,56,44,0,625.0,11120.0,491283110.0,166918000.0,2413023.0,850.0,44180.0
C2342,56,44,0,963.0,17741.0,711845148.0,201139676.0,9046339.0,772.0,40125.0
C2346,56,44,0,90.0,1955.0,63737403.0,30054585.0,560492.0,627.0,32608.0
C2354,56,44,0,800.0,8102.0,286293725.0,83211055.0,490347.0,680.0,35337.0
C2358,56,44,0,330.0,6760.0,225737674.0,107210745.0,1283171.0,642.0,33392.0
C2390,56,44,0,93.0,694.0,25352249.0,12140386.0,667224.0,703.0,36531.0
C2402,56,44,0,192.0,2759.0,114808751.0,38459155.0,1558607.0,800.0,41610.0
C2414,56,44,0,124.0,1126.0,42073932.0,27805356.0,238936.0,719.0,37366.0
C2422,56,44,0,196.0,0.0,0.0,0.0,0.0,0.0,0.0
C2426,56,44,0,119.0,1581.0,61589510.0,24019963.0,177761.0,749.0,38958.0
C2430,56,44,0,276.0,2510.0,109156688.0,44169135.0,1251185.0,836.0,43492.0
C2434,56,44,0,1398.0,51085.0,1718241165.0,696755301.0,15852766.0,647.0,33635.0
C2442,56,44,0,128.0,1084.0,42203156.0,35290853.0,808529.0,749.0,38942.0
C2450,56,44,0,153.0,1704.0,68184407.0,39889324.0,564349.0,769.0,40012.0
C2454,56,44,0,514.0,5776.0,258808382.0,97205859.0,1809451.0,862.0,44808.0
C2458,56,44,0,451.0,0.0,0.0,0.0,0.0,0.0,0.0
C2466,56,44,0,1367.0,26989.0,967890704.0,638243099.0,4367314.0,690.0,35862.0
C2478,56,44,0,254.0,4555.0,265200314.0,104807429.0,615961.0,1120.0,58216.0
C2486,56,44,0,1395.0,39358.0,1406293639.0,771769517.0,11041324.0,687.0,35731.0
C2502,56,44,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
C2506,56,44,0,427.0,7347.0,266742829.0,120507668.0,660434.0,698.0,36307.0
C2518,56,44,0,330.0,4888.0,181157614.0,68851049.0,2575460.0,713.0,37059.0
C2522,56,44,0,147.0,1561.0,47316991.0,17064922.0,285554.0,583.0,30309.0
C2526,56,44,0,73.0,525.0,22152653.0,5654373.0,222031.0,811.0,42175.0
C2542,56,44,0,834.0,17445.0,696637809.0,269590944.0,10636459.0,768.0,39933.0
C2550,56,44,0,155.0,1866.0,69898828.0,20260165.0,391340.0,720.0,37458.0
C2554,56,44,0,2512.0,29987.0,1383340066.0,575508059.0,23334738.0,887.0,46132.0
C2562,56,44,0,171.0,4046.0,110303015.0,65296489.0,282511.0,524.0,27262.0
C2586,56,44,0,495.0,7903.0,267766790.0,183139524.0,1088210.0,652.0,33881.0
C2594,56,44,0,547.0,5074.0,194746810.0,88853288.0,621297.0,738.0,38384.0
C2598,56,44,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
C2614,56,44,0,282.0,2063.0,88549003.0,20300739.0,153168.0,825.0,42917.0
C2630,56,44,0,143.0,1714.0,52889222.0,22267270.0,400480.0,593.0,30854.0
C2638,56,44,0,261.0,3393.0,147191674.0,39657972.0,604498.0,834.0,43378.0
C2642,56,44,0,9287.0,0.0,0.0,0.0,0.0,0.0,0.0
C2658,56,44,0,416.0,0.0,0.0,0.0,0.0,0.0,0.0
C2662,56,44,0,717.0,14717.0,554192027.0,178500546.0,3671795.0,724.0,37657.0
C2682,56,44,0,275.0,0.0,0.0,0.0,0.0,0.0,0.0
C2690,56,44,0,3439.0,83530.0,3475323104.0,1282043273.0,17658484.0,800.0,41606.0
C2698,56,44,0,301.0,2486.0,97181147.0,64734745.0,1364115.0,752.0,39091.0
C2706,56,44,0,123.0,811.0,35321647.0,14230831.0,709995.0,837.0,43531.0
C2710,56,44,0,134.0,3624.0,121364510.0,69625480.0,1732259.0,644.0,33489.0
C2714,56,44,0,770.0,16235.0,477581295.0,267443168.0,1414316.0,566.0,29416.0
C2718,56,44,0,186.0,0.0,0.0,0.0,0.0,0.0,0.0
C2726,56,44,0,4844.0,49366.0,2141839054.0,561908961.0,5807184.0,834.0,43387.0
C2734,56,44,0,260.0,3493.0,126372710.0,74622054.0,482457.0,696.0,36180.0
C2750,56,44,0,208.0,2856.0,116830867.0,47977969.0,736828.0,787.0,40911.0
C2762,56,44,0,206.0,3136.0,105583545.0,44023639.0,553883.0,648.0,33674.0
C2774,56,44,0,208.0,5396.0,169243060.0,57482224.0,662046.0,603.0,31364.0
C2778,56,44,0,119.0,1964.0,58635028.0,22860786.0,925212.0,574.0,29850.0
C2786,56,44,0,146.0,0.0,0.0,0.0,0.0,0.0,0.0
C2790,56,44,0,183.0,2758.0,94643801.0,44157552.0,390098.0,660.0,34313.0
C2798,56,44,0,504.0,4561.0,185536576.0,152315559.0,2201407.0,782.0,40681.0
C2802,56,44,0,352.0,6731.0,284262850.0,109642816.0,2999528.0,812.0,42235.0
C2810,56,44,0,127.0,3058.0,96561135.0,56469220.0,1374057.0,607.0,31574.0
C2814,56,44,0,4362.0,62916.0,2983251073.0,1107726519.0,19197910.0,912.0,47416.0
C2842,56,44,0,462.0,11712.0,996232551.0,615862062.0,7138375.0,1636.0,85059.0
C2866,56,44,0,496.0,5396.0,201015502.0,68622745.0,1124619.0,716.0,37253.0
C2870,56,44,0,312.0,6877.0,256251701.0,84947314.0,1234014.0,717.0,37264.0
C2874,56,44,0,313.0,2246.0,106506555.0,31360407.0,1306721.0,912.0,47421.0
C2894,56,44,0,1440.0,29208.0,1391923896.0,319918954.0,3551616.0,916.0,47656.0
C2902,56,44,0,94.0,1159.0,36548008.0,17197715.0,380734.0,607.0,31543.0
C2910,56,44,0,153.0,2272.0,90573621.0,46053905.0,652653.0,767.0,39867.0
C2918,56,44,0,809.0,8533.0,363675625.0,97663621.0,1570993.0,820.0,42622.0
C2920,56,44,0,206.0,0.0,0.0,0.0,0.0,0.0,0.0
C2934,56,44,0,356.0,5069.0,237917859.0,58581160.0,930875.0,903.0,46935.0
C2942,56,44,0,243.0,2480.0,101623753.0,28497327.0,533106.0,788.0,40984.0
C2946,56,44,0,1469.0,16732.0,619966657.0,185975287.0,1935667.0,713.0,37053.0
C2954,56,44,0,646.0,8270.0,316773599.0,126832454.0,4741462.0,737.0,38304.0
C2962,56,44,0,527.0,0.0,0.0,0.0,0.0,0.0,0.0
C2970,56,44,0,227.0,6711.0,188503870.0,78524052.0,1777236.0,540.0,28089.0
C2974,56,44,0,273.0,0.0,0.0,0.0,0.0,0.0,0.0
C2982,56,44,0,4642.0,75598.0,2970926343.0,2151952272.0,45474859.0,756.0,39299.0
C2994,56,44,0,211.0,1165.0,56420881.0,21225051.0,446273.0,931.0,48433.0
C3002,56,44,0,193.0,0.0,0.0,0.0,0.0,0.0,0.0
C3014,56,44,0,151.0,2164.0,70976983.0,35748763.0,1210964.0,631.0,32800.0
C3030,56,44,0,99.0,0.0,0.0,0.0,0.0,0.0,0.0
C3034,56,44,0,183.0,2957.0,107059677.0,40908911.0,1016848.0,696.0,36208.0
C3046,56,44,0,1037.0,0.0,0.0,0.0,0.0,0.0,0.0
C3062,56,44,0,143.0,3660.0,150956089.0,52839215.0,1035705.0,793.0,41240.0
C3070,56,44,0,590.0,9371.0,350603770.0,126384453.0,1075863.0,720.0,37415.0
C3078,56,44,0,1185.0,0.0,0.0,0.0,0.0,0.0,0.0
C3086,56,44,0,207.0,2540.0,76635368.0,64140720.0,242922.0,580.0,30172.0
C3098,56,44,0,278.0,0.0,0.0,0.0,0.0,0.0,0.0
C3102,56,44,0,142.0,1422.0,57677594.0,51165094.0,608944.0,780.0,40575.0
C3108,56,44,0,19060.0,411670.0,21698746905.0,4672308800.0,190443102.0,1014.0,52709.0
C3114,56,44,0,2603.0,0.0,0.0,0.0,0.0,0.0,0.0
C3118,56,44,0,414.0,6134.0,216695161.0,77254516.0,1495562.0,679.0,35329.0
C3134,56,44,0,320.0,0.0,0.0,0.0,0.0,0.0,0.0
C3142,56,44,0,353.0,0.0,0.0,0.0,0.0,0.0,0.0
C3146,56,44,0,122.0,1831.0,107747106.0,22447614.0,884484.0,1132.0,58857.0
C3154,56,44,0,994.0,16380.0,710649449.0,302802362.0,4662264.0,834.0,43387.0
C3170,56,44,0,1008.0,10966.0,607310946.0,208393387.0,4126579.0,1065.0,55382.0
C3174,56,44,0,170.0,1175.0,45366721.0,20231067.0,360733.0,743.0,38615.0
C3186,56,44,0,107.0,1355.0,50020841.0,38245687.0,580292.0,710.0,36904.0
C3190,56,44,0,146.0,2907.0,89972890.0,41508446.0,751287.0,595.0,30952.0
C3242,56,44,0,56.0,1951.0,41475978.0,14852436.0,557346.0,409.0,21257.0
C3258,56,44,0,517.0,12555.0,401669081.0,160930849.0,3256654.0,615.0,31992.0
C3278,56,44,0,398.0,3572.0,141784576.0,107725326.0,2533066.0,763.0,39698.0
C3282,56,44,0,1851.0,0.0,0.0,0.0,0.0,0.0,0.0
C3290,56,44,0,176.0,1931.0,66388414.0,18349262.0,769176.0,661.0,34383.0
C3310,56,44,0,18983.0,198792.0,10334797213.0,2260624358.0,18664073.0,1000.0,51988.0
C3314,56,44,0,139.0,1633.0,62502050.0,21165847.0,310983.0,736.0,38284.0
C3322,56,44,0,88.0,2655.0,220162510.0,26303577.0,1020733.0,1595.0,82919.0
C3326,56,44,0,314.0,3546.0,210573652.0,51733585.0,1037817.0,1142.0,59379.0
C3334,56,44,0,2351.0,48269.0,1885304215.0,884308205.0,12723813.0,751.0,39058.0
C3346,56,44,0,5008.0,0.0,0.0,0.0,0.0,0.0,0.0
C3354,56,44,0,352.0,2760.0,111852952.0,81771663.0,1222610.0,779.0,40530.0
C3366,56,44,0,602.0,10857.0,401029923.0,127610780.0,2577339.0,710.0,36936.0
C3370,56,44,0,520.0,8389.0,356458208.0,94971405.0,4411724.0,817.0,42492.0
C3374,56,44,0,302.0,4846.0,181163937.0,52821308.0,863021.0,719.0,37382.0
C3378,56,44,0,129.0,1913.0,79307978.0,29048646.0,793269.0,797.0,41459.0
C3386,56,44,0,498.0,0.0,0.0,0.0,0.0,0.0,0.0
C3406,56,44,0,179.0,0.0,0.0,0.0,0.0,0.0,0.0
C3410,56,44,0,125.0,3538.0,113486304.0,44559726.0,293006.0,617.0,32080.0
C3458,56,44,0,213.0,1405.0,68154192.0,51882612.0,575899.0,933.0,48505.0
C3462,56,44,0,123.0,2365.0,91982794.0,32377977.0,503045.0,748.0,38896.0
C3474,56,44,0,131.0,1427.0,49762890.0,18563768.0,560804.0,671.0,34883.0
C3482,56,44,0,930.0,9533.0,355152704.0,166628963.0,2448224.0,716.0,37255.0
C3490,56,44,0,255.0,3702.0,178306986.0,41067035.0,1508798.0,926.0,48162.0
C3494,56,44,0,1685.0,10238.0,490728981.0,107092773.0,621078.0,922.0,47930.0
C3498,56,44,0,3898.0,75650.0,3640684318.0,952112256.0,10257554.0,925.0,48125.0
C3510,56,44,0,166.0,1662.0,51517182.0,37408472.0,234579.0,596.0,30999.0
C3530,56,44,0,1439.0,20560.0,1104044480.0,316281049.0,12624517.0,1033.0,53698.0
C3538,56,44,0,2667.0,0.0,0.0,0.0,0.0,0.0,0.0
C3562,56,44,0,38491.0,0.0,0.0,0.0,0.0,0.0,0.0
C3566,56,44,0,178.0,3194.0,121024170.0,53854784.0,1504273.0,729.0,37888.0
C3584,56,44,0,2826.0,22028.0,998423590.0,233220628.0,1480923.0,872.0,45325.0
C3598,56,44,0,489.0,2914.0,136643149.0,51310884.0,2071327.0,902.0,46887.0
C3610,56,44,0,788.0,5243.0,190649255.0,57846832.0,371366.0,699.0,36364.0
C3614,56,44,0,227.0,1153.0,49021378.0,35182948.0,1028474.0,817.0,42504.0
C3622,56,44,0,152.0,1788.0,98162987.0,29670334.0,625110.0,1056.0,54916.0
C3626,56,44,0,1039.0,0.0,0.0,0.0,0.0,0.0,0.0
C3642,56,44,0,3022.0,0.0,0.0,0.0,0.0,0.0,0.0
C3650,56,44,0,641.0,5875.0,289305446.0,236792651.0,3560738.0,947.0,49246.0
C3654,56,44,0,1950.0,28071.0,1460611699.0,424655402.0,4515411.0,1001.0,52032.0
C3674,56,44,0,7477.0,107283.0,5221918833.0,1188625892.0,10448757.0,936.0,48674.0
C3678,56,44,0,197.0,3948.0,141207862.0,64847825.0,994328.0,688.0,35764.0
C3698,56,44,0,205.0,2698.0,86666253.0,42642800.0,733551.0,618.0,32122.0
C3710,56,44,0,1296.0,18394.0,940851990.0,206724494.0,9255525.0,984.0,51149.0
C3734,56,44,0,1572.0,15123.0,735595081.0,157757802.0,1923905.0,935.0,48641.0
C3746,56,44,0,485.0,4549.0,207584084.0,52052974.0,383463.0,878.0,45635.0
C3762,56,44,0,111.0,0.0,0.0,0.0,0.0,0.0,0.0
C3786,56,44,0,1170.0,11828.0,487786052.0,119843718.0,998484.0,793.0,41241.0
C3790,56,44,0,422.0,0.0,0.0,0.0,0.0,0.0,0.0
C3798,56,44,0,10073.0,148046.0,7706417934.0,2820885668.0,94798381.0,1001.0,52054.0
C3806,56,44,0,8356.0,195019.0,9650837327.0,2268919108.0,50681629.0,952.0,49487.0
C3822,56,44,0,70.0,1604.0,48934942.0,23798489.0,386948.0,587.0,30513.0
C3830,56,44,0,2898.0,46465.0,2096039561.0,675297100.0,28724009.0,868.0,45110.0
C3834,56,44,0,276.0,2400.0,112175276.0,37812084.0,1910177.0,899.0,46736.0
C3854,56,44,0,138.0,1878.0,67520665.0,54827105.0,321338.0,691.0,35949.0
C3866,56,44,0,127.0,4141.0,62522594.0,30747157.0,1283561.0,290.0,15099.0
C3886,56,44,0,1427.0,12317.0,565921021.0,204004960.0,5419286.0,884.0,45947.0
C3890,56,44,0,4953.0,65383.0,3445487160.0,2553820187.0,55904948.0,1013.0,52697.0
C3894,56,44,0,1305.0,12748.0,545958910.0,137336983.0,790012.0,824.0,42826.0
C3914,56,44,0,364.0,2343.0,96102866.0,24867844.0,463803.0,789.0,41014.0
C3930,56,44,0,3585.0,36102.0,1633351698.0,893892361.0,32989753.0,870.0,45242.0
C3934,56,44,0,1098.0,17915.0,777947444.0,523869542.0,2454855.0,835.0,43425.0
C3938,56,44,0,226.0,3561.0,130517469.0,57792872.0,1095585.0,705.0,36656.0
C3946,56,44,0,475.0,2373.0,96544663.0,24050646.0,160774.0,782.0,40686.0
C3954,56,44,0,240.0,3790.0,139495915.0,69640122.0,832283.0,708.0,36803.0
C3958,56,44,0,3583.0,51639.0,2547123184.0,1436956901.0,11570656.0,949.0,49326.0
C3966,56,44,0,445.0,2430.0,97499136.0,41720769.0,284692.0,772.0,40129.0
C3974,56,44,0,494.0,8123.0,325727148.0,128796607.0,4727435.0,771.0,40102.0
C3982,56,44,0,246.0,2835.0,116124114.0,34364238.0,1539615.0,788.0,40968.0
C3990,56,44,0,1079.0,0.0,0.0,0.0,0.0,0.0,0.0
C4006,56,44,0,2176.0,0.0,0.0,0.0,0.0,0.0,0.0
C4014,56,44,0,5092.0,113877.0,4605512859.0,1269821328.0,52896815.0,778.0,40443.0
C4022,56,44,0,514.0,7584.0,276849326.0,91678829.0,1269521.0,702.0,36506.0
C4034,56,44,0,225.0,3879.0,245509569.0,61211057.0,1096106.0,1217.0,63300.0
C4038,56,44,0,1971.0,22885.0,1019804025.0,382641526.0,18916457.0,857.0,44562.0
C4042,56,44,0,385.0,8482.0,322570439.0,147495247.0,3884128.0,731.0,38030.0
C4058,56,44,0,206.0,2220.0,65780323.0,46491129.0,316161.0,570.0,29629.0
C4066,56,44,0,121.0,1997.0,67470966.0,28479634.0,288893.0,650.0,33786.0
C4090,56,44,0,3262.0,62418.0,3232599613.0,658650206.0,28283320.0,996.0,51789.0
C4098,56,44,0,190.0,6705.0,270841867.0,84994489.0,2468026.0,777.0,40393.0
C4106,56,44,0,217.0,4207.0,147930287.0,108414526.0,1221170.0,676.0,35159.0
C4110,56,44,0,464.0,3362.0,107164956.0,89939499.0,450220.0,613.0,31873.0
C4114,56,44,0,156.0,2405.0,81244407.0,41580881.0,452204.0,650.0,33780.0
C4118,56,44,0,4186.0,72801.0,3786123470.0,1152008051.0,16483609.0,1000.0,52007.0
C4142,56,44,0,746.0,8724.0,364096875.0,281077588.0,6165252.0,803.0,41735.0
C4150,56,44,0,524.0,8438.0,316364501.0,102298745.0,4564669.0,721.0,37495.0
C4154,56,44,0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0
C4162,56,44,0,4020.0,51591.0,2541342798.0,1664735295.0,10414097.0,947.0,49259.0
C4166,56,44,0,151.0,0.0,0.0,0.0,0.0,0.0,0.0
C4170,56,44,0,3080.0,68028.0,3207348609.0,919820256.0,20174065.0,907.0,47148.0
C4174,56,44,0,4988.0,88197.0,5187422847.0,1062196130.0,44001673.0,1131.0,58817.0
C4186,56,44,0,6896.0,125156.0,9633899458.0,1489510607.0,63951588.0,1480.0,76975.0
C4190,56,44,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
C4194,56,44,0,2550.0,61781.0,4472191845.0,779321212.0,34517016.0,1392.0,72388.0
C4198,56,44,0,1412.0,64289.0,1241331727.0,528599285.0,20726003.0,371.0,19309.0
C4202,56,44,0,491.0,4660.0,214428141.0,46992092.0,1728539.0,885.0,46016.0
C4210,56,44,0,371.0,4451.0,267630108.0,45444248.0,1934932.0,1156.0,60124.0
C4214,56,44,0,321.0,2200.0,81733617.0,55138472.0,376169.0,715.0,37160.0
C4220,56,44,0,731.0,17883.0,654550426.0,227085145.0,9528184.0,704.0,36603.0
C4222,56,44,0,877.0,11509.0,589071548.0,124539336.0,5010585.0,984.0,51184.0
C4234,56,44,0,714.0,0.0,0.0,0.0,0.0,0.0,0.0
C4254,56,44,0,688.0,13975.0,548146825.0,206100357.0,8108685.0,754.0,39223.0
C4266,56,44,0,7573.0,107792.0,7121087750.0,4700014703.0,68285234.0,1270.0,66063.0
C4268,56,44,0,521.0,3226.0,132277684.0,33080206.0,189498.0,789.0,41006.0
C4270,56,44,0,173.0,1323.0,35974560.0,11906098.0,168232.0,523.0,27197.0
C4310,56,44,0,138.0,1759.0,53485247.0,31789963.0,466502.0,585.0,30415.0
C4330,56,44,0,159.0,2209.0,80181228.0,30254104.0,524692.0,698.0,36302.0
C4334,56,44,0,692.0,9567.0,341000092.0,113223326.0,1861218.0,685.0,35643.0
C4342,56,44,0,123.0,1756.0,78257607.0,15653619.0,420040.0,857.0,44555.0
C4358,56,44,0,310.0,0.0,0.0,0.0,0.0,0.0,0.0
C4362,56,44,0,812.0,6230.0,287584377.0,113482557.0,970869.0,888.0,46163.0
C4378,56,44,0,393.0,5347.0,212160340.0,82788165.0,1328632.0,763.0,39682.0
C4390,56,44,0,435.0,9844.0,338186004.0,182843764.0,2545597.0,661.0,34355.0
C4406,56,44,0,1083.0,12335.0,578836296.0,434178762.0,7650261.0,902.0,46928.0
C4410,56,44,0,285.0,5385.0,254813785.0,100768119.0,3802637.0,910.0,47324.0
C4414,56,44,0,825.0,9521.0,394952978.0,183167379.0,8279899.0,798.0,41480.0
C4418,56,44,0,651.0,0.0,0.0,0.0,0.0,0.0,0.0
C4422,56,44,0,141.0,3757.0,130163332.0,62795960.0,1150199.0,666.0,34643.0
C4430,56,44,0,156.0,0.0,0.0,0.0,0.0,0.0,0.0
C4442,56,44,0,147.0,1350.0,46743039.0,14395588.0,157316.0,666.0,34635.0
C4470,56,44,0,749.0,15061.0,605429038.0,180721854.0,7329227.0,773.0,40199.0
C4494,56,44,0,100.0,2765.0,95853062.0,51698427.0,766861.0,667.0,34661.0
C4506,56,44,0,1053.0,13498.0,607408185.0,206563426.0,9141679.0,865.0,45001.0
C4522,56,44,0,925.0,0.0,0.0,0.0,0.0,0.0,0.0
C4530,56,44,0,8881.0,0.0,0.0,0.0,0.0,0.0,0.0
C4546,56,44,0,157.0,0.0,0.0,0.0,0.0,0.0,0.0
C4550,56,44,0,196.0,2574.0,88054525.0,35199201.0,581512.0,658.0,34204.0
C4554,56,44,0,179.0,1525.0,73310026.0,15604450.0,136187.0,925.0,48075.0
C4578,56,44,0,913.0,15502.0,549860355.0,219026517.0,5311110.0,682.0,35469.0
C4582,56,44,0,463.0,0.0,0.0,0.0,0.0,0.0,0.0
C4594,56,44,0,741.0,16574.0,794132118.0,505315227.0,11968889.0,921.0,47915.0
C4606,56,44,0,1230.0,25864.0,1050378630.0,270178728.0,5676185.0,781.0,40612.0
C4614,56,44,0,2084.0,30402.0,1294124606.0,748183898.0,11326756.0,819.0,42568.0
C4622,56,44,0,261.0,4854.0,158543303.0,72400261.0,1232586.0,628.0,32661.0
C4634,56,44,0,356.0,4965.0,192857867.0,66716349.0,1055402.0,747.0,38846.0
C4652,56,44,0,1782.0,24053.0,1051541269.0,830956792.0,12476921.0,841.0,43717.0
C4654,56,44,0,332.0,2812.0,120868529.0,48044099.0,2152049.0,827.0,42978.0
C4666,56,44,0,190.0,0.0,0.0,0.0,0.0,0.0,0.0
C4670,56,44,0,433.0,5330.0,294463458.0,53707133.0,2225992.0,1063.0,55251.0
C4702,56,44,0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
C4722,56,44,0,148.0,3153.0,111239490.0,94854395.0,2251123.0,679.0,35282.0
C4726,56,44,0,2443.0,0.0,0.0,0.0,0.0,0.0,0.0
C4730,56,44,0,390.0,7752.0,324697776.0,96779617.0,4702529.0,806.0,41888.0
C4738,56,44,0,379.0,0.0,0.0,0.0,0.0,0.0,0.0
C4746,56,44,0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
C4758,56,44,0,227.0,2402.0,88051675.0,32534475.0,420534.0,705.0,36651.0
C4790,56,44,0,11429.0,0.0,0.0,0.0,0.0,0.0,0.0
C4794,56,44,0,281.0,3132.0,122011831.0,84937685.0,1632488.0,749.0,38959.0
C4806,56,44,0,122.0,979.0,46001825.0,18319724.0,830078.0,903.0,46973.0
C4814,56,44,0,157.0,1811.0,63364022.0,30890155.0,439576.0,673.0,34992.0
C4826,56,44,0,133.0,1082.0,43581189.0,14610052.0,496265.0,775.0,40275.0
C4830,56,44,0,235.0,1823.0,80549520.0,72042051.0,817852.0,850.0,44179.0
C4854,56,44,0,154.0,0.0,0.0,0.0,0.0,0.0,0.0
C4862,56,44,0,1178.0,17920.0,820397815.0,306103826.0,6291600.0,880.0,45781.0
C4866,56,44,0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
C4870,56,44,0,122.0,1801.0,58420003.0,24275608.0,1053949.0,624.0,32444.0
C4890,56,44,0,748.0,7755.0,312165295.0,197513780.0,1392101.0,774.0,40253.0
C4902,56,44,0,193.0,0.0,0.0,0.0,0.0,0.0,0.0
C4918,56,44,0,1119.0,0.0,0.0,0.0,0.0,0.0,0.0
C4934,56,44,0,1377.0,17877.0,963629529.0,370664791.0,15851878.0,1037.0,53903.0
C4942,56,44,0,254.0,1989.0,79310691.0,67457321.0,1197699.0,767.0,39873.0
C4962,56,44,0,520.0,9365.0,347041580.0,155344263.0,5741059.0,713.0,37059.0
C4966,56,44,0,749.0,9827.0,367693135.0,122521159.0,3307733.0,720.0,37419.0
C4970,56,44,0,151.0,1897.0,91663146.0,23659808.0,981927.0,929.0,48326.0
C4974,56,44,0,194.0,4095.0,158428342.0,50535033.0,2426902.0,744.0,38685.0
C1018,42,44,0,204.0,0.0,0.0,0.0,0.0,0.0,0.0
C1038,42,44,0,119.0,1037.0,46548237.0,7674513.0,170972.0,863.0,44884.0
C1042,42,44,0,1400.0,15319.0,1177631178.0,170574629.0,3962081.0,1478.0,76874.0
C1050,42,44,0,158.0,2843.0,177598322.0,33986917.0,332598.0,1202.0,62480.0
C1054,42,44,0,147.0,1731.0,113792395.0,69215212.0,1360803.0,1264.0,65738.0
C1058,42,44,0,993.0,12051.0,1026001062.0,174502834.0,5953028.0,1637.0,85141.0
C1074,42,44,0,1222.0,10751.0,711841140.0,312985697.0,1856766.0,1273.0,66211.0
C1078,42,44,0,168.0,0.0,0.0,0.0,0.0,0.0,0.0
C1090,42,44,0,899.0,12598.0,1071773936.0,169302226.0,5343949.0,1636.0,85074.0
C1102,42,44,0,130.0,1817.0,100593249.0,20773426.0,611869.0,1065.0,55365.0
C1110,42,44,0,337.0,0.0,0.0,0.0,0.0,0.0,0.0
C1118,42,44,0,165.0,1210.0,102381340.0,40929477.0,337495.0,1627.0,84584.0
C1126,42,44,0,454.0,4738.0,301363831.0,194128969.0,3489790.0,1223.0,63610.0
C1146,42,44,0,348.0,5976.0,510953311.0,68122999.0,1774346.0,1644.0,85503.0
C1150,42,44,0,121.0,1523.0,95797856.0,15406775.0,214952.0,1210.0,62918.0
C1154,42,44,0,386.0,5737.0,422011792.0,89554041.0,851785.0,1415.0,73563.0
C1164,42,44,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
C1170,42,44,0,652.0,0.0,0.0,0.0,0.0,0.0,0.0
C1202,42,44,0,178.0,3746.0,207914523.0,41851777.0,415303.0,1067.0,55508.0
C1206,42,44,0,11040.0,131609.0,12010947871.0,1684206543.0,18386568.0,1755.0,91262.0
C1210,42,44,0,153.0,2199.0,149237481.0,75448635.0,1229028.0,1305.0,67863.0
C1222,42,44,0,134.0,1452.0,99354614.0,14505697.0,204400.0,1316.0,68410.0
C1226,42,44,0,430.0,0.0,0.0,0.0,0.0,0.0,0.0
C1242,42,44,0,3265.0,43749.0,5336172158.0,485383210.0,10034886.0,2346.0,121972.0
C1254,42,44,0,577.0,7612.0,529421231.0,65532742.0,2819065.0,1338.0,69551.0
C1258,42,44,0,3142.0,0.0,0.0,0.0,0.0,0.0,0.0
C1262,42,44,0,211.0,2189.0,135496250.0,31773775.0,530564.0,1191.0,61908.0
C1270,42,44,0,263.0,1618.0,123006786.0,29349274.0,1022456.0,1462.0,76032.0
C1294,42,44,0,1568.0,12217.0,954739380.0,119151934.0,1279222.0,1503.0,78148.0
C1298,42,44,0,84.0,0.0,0.0,0.0,0.0,0.0,0.0
C1302,42,44,0,74.0,1421.0,84625500.0,17004351.0,362996.0,1145.0,59557.0
C1314,42,44,0,419.0,5115.0,396622457.0,56071493.0,1143150.0,1491.0,77535.0
C1322,42,44,0,142.0,1223.0,71370958.0,16824377.0,395949.0,1123.0,58381.0
C1338,42,44,0,393.0,2725.0,177527447.0,124903048.0,1328326.0,1253.0,65144.0
C1346,42,44,0,441.0,2284.0,183387107.0,93186740.0,1916162.0,1544.0,80286.0
C1374,42,44,0,509.0,5157.0,365758197.0,185088006.0,1476685.0,1364.0,70920.0
C1378,42,44,0,202.0,3252.0,197795969.0,45707471.0,1671432.0,1170.0,60826.0
C1382,42,44,0,2124.0,0.0,0.0,0.0,0.0,0.0,0.0
C1390,42,44,0,388.0,0.0,0.0,0.0,0.0,0.0,0.0
C1398,42,44,0,111.0,835.0,51214119.0,6829646.0,81931.0,1179.0,61310.0
